Time,80,78,76,74,72,70,68,66,65,40,35,3
0,1.223304,22,11,38.593079,56.555466,33.995388,39.6,9.91,14.348812,37.501225,19.6,143.690201
1,1.223304,22,11,38.593079,56.555466,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
2,1.223304,22,11,38.593079,56.555466,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
3,1.223304,22,11,38.593079,56.555466,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
4,1.223304,22,11,43.367638,62.280098,33.995388,39.6,9.91,14.348812,37.501225,19.6,146.168503
5,1.223304,29.079666,14.399838,56.959183,79.818336,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
6,1.223304,39.641418,20.887035,80.945953,111.52874,33.995388,39.6,9.91,14.348812,37.501225,19.6,180.971786
7,1.223304,42.854824,22.366087,89.307686,120.434738,33.995388,39.6,9.91,14.348812,37.501225,19.6,194.606049
8,1.223304,42.854824,22.366087,89.307686,120.434738,33.995388,39.6,9.91,14.348812,37.501225,19.6,194.606049
9,1.223304,39.052406,18.882017,76.759651,110.610382,33.995388,39.6,9.91,14.348812,37.501225,19.6,177.185501
10,1.223304,39.052406,16.688976,65.080727,79.818336,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
11,1.223304,27,11,53.171066,79.818336,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
12,1.223304,27,11,53.171066,75.728386,33.995388,39.6,9.91,14.348812,37.501225,19.6,129.096909
13,1.223304,27,11,53.171066,75.728386,33.995388,39.6,9.91,14.348812,37.501225,19.6,129.096909
14,1.223304,27,11,53.171066,75.728386,33.995388,39.6,9.91,14.348812,37.501225,19.6,129.096909
15,1.223304,27,11,53.171066,73.1157,33.995388,39.6,9.91,14.348812,37.501225,19.6,129.096909
16,1.223304,27,11,53.171066,73.1157,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
17,1.223304,27,11,56.959183,79.818336,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
18,1.223304,31.636263,16.711012,66.894081,92.693665,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
19,1.223304,31.636263,16.711012,66.894081,92.693665,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
20,1.223304,29.079666,14.399838,56.959183,79.818336,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
21,1.223304,25.757929,13.265831,56.959183,72.818214,33.995388,39.6,9.91,14.348812,37.501225,19.6,153.698883
22,1.223304,24.075941,12.162861,45.061523,70.042969,33.995388,39.6,9.91,14.348812,37.501225,19.6,147.562164
23,1.223304,22.08497,11.077234,45.061523,64.628006,33.995388,39.6,9.91,14.348812,37.501225,19.6,147.562164
